text_equiv	language	font_family	segment_type	segment_id	url_id	region	rotation	full_region	full_rotation
gratis	German	Antiqua	Word	Kolonie-Zeitung-1888-08-09_P03_r1_line0006_word0002	175	6195,1877,153,68	358.75	5536,1423,1342,701	358.75
Desterro,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0005_word0000	147	5026,2330,289,82	359.75	4895,704,2080,3483	359.75
Sesões	German	Italic	Word	Brusquer-Zeitung-1912-04-20_P02_r1_line0006_word0002	304	1051,5315,230,72	0.25	616,4692,1798,1152	0.25
plaßze.	German	Fraktur	Word	Kolonie-Zeitung-1874-09-26_P03_r1_line0004_word0000	82	233,7993,201,88	0.125	211,7591,2490,776	0.125
Salz,	German	Fraktur	Word	Kolonie-Zeitung-1887-09-23_P03_r1_line0013_word0003	159	2520,7482,282,128	0.0	728,6328,2107,2800	0.0
luzes	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0036_word0007	75	4213,7000,194,68	0.25	2871,3671,2483,4110	0.25
Aufaug	German	Fraktur	Word	Deutsches-Echo-1886-09-04_P05_r1_line0009_word0000	208	2527,2467,212,64	0.0	2315,1940,1113,678	0.0
F.	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0001_word0002	55	4041,5903,104,96	0.5	2931,5739,2499,1886	0.5
deste	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0026_word0005	75	4354,6124,213,79	0.25	2871,3671,2483,4110	0.25
Carl	German	Kanzlei	Word	Kolonie-Zeitung-1865-08-12_P03_r1_line0000_word0001	14	1618,449,282,158	359.875	949,446,1986,566	359.875
W.	German	Kanzlei	Word	Kolonie-Zeitung-1880-10-23_P03_r1_line0003_word0001	106	1376,5673,183,152	0.0	356,5294,2520,1422	0.0
Abreiſe	German	Fraktur	Word	Kolonie-Zeitung-1887-06-17_P03_r1_line0000_word0003	149	1209,3371,239,77	359.75	530,3187,2047,939	359.75
Leder	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0028_word0002	206	2518,902,91,36	359.375	2331,285,1094,1125	359.375
Reifen.	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0099_word0018	53	5036,7559,235,83	0.0	330,3310,5103,5551	0.0
ferro.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0005_word0004	23	1474,5288,160,53	0.125	582,4766,2652,1434	0.125
Perſonen:	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0007_word0000	89	4004,5692,410,83	0.375	3227,4706,2134,1813	0.375
Anton,	German	Script	Word	Kolonie-Zeitung-1884-08-01_P02_r1_line0005_word0001	130	5727,3008,327,134	359.75	4684,2760,2033,1101	359.75
Medizin.	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0019_word0000	52	281,7539,248,74	0.75	270,6081,2486,2082	0.75
Arzt,	German	Textura	Word	Kolonie-Zeitung-1865-08-12_P03_r1_line0001_word0001	14	1405,629,178,95	359.875	949,446,1986,566	359.875
der	German	Antiqua	Word	Kolonie-Zeitung-1887-09-30_P03_r1_line0009_word0002	160	1762,5881,158,114	0.25	698,4900,2112,2369	0.25
toriums.	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0034_word0000	236	3511,6769,359,73	0.0	3481,2897,1654,6853	0.0
jenigen	German	Fraktur	Word	Der-Pionier-1889-08-21_P02_r1_line0021_word0000	256	3451,9762,388,140	0.0	3427,7201,3459,3249	0.0
der	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0003_word0003	89	4306,5204,99,64	0.375	3227,4706,2134,1813	0.375
Linie,	German	Fraktur	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0002_word0003	147	5744,2054,184,76	359.75	4895,704,2080,3483	359.75
auf	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0007_word0007	46	4739,7509,96,73	0.125	2831,6696,2483,1595	0.125
unterſtützt.	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0014_word0005	52	2043,7173,295,72	0.75	270,6081,2486,2082	0.75
Säcken,	German	Fraktur	Word	Kolonie-Zeitung-1865-12-09_P03_r1_line0003_word0004	16	1978,2694,280,96	359.75	512,2300,3067,1018	359.75
Exemplar	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0060_word0005	125	1580,6492,328,88	359.375	233,456,2172,6851	359.375
dieſes	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0008_word0003	27	1335,4742,153,69	359.75	613,4008,2645,2109	359.75
Sonntag	German	Fraktur	Word	Der-Pionier-1887-08-06_P03_r1_line0002_word0000	213	2729,2372,235,66	0.0	2639,2173,838,1043	0.0
da	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0008_word0003	71	1138,5726,92,69	0.0	217,5044,2483,1775	0.0
der	German	Fraktur	Word	Deutsches-Echo-1886-07-17_P03_r1_line0013_word0002	207	1405,4338,51,35	0.625	1168,3831,1118,678	0.625
meinem	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0042_word0003	29	4012,7094,255,72	0.125	3251,3515,2466,4041	0.125
Geſangbücher,	German	Fraktur	Word	Kolonie-Zeitung-1881-04-09_P03_r1_line0001_word0002	110	4239,6497,739,127	359.875	3394,6358,1752,1312	359.875
as	Portuguese	Antiqua	Word	Der-Pionier-1891-03-18_P02_r1_line0005_word0002	283	6198,2229,87,56	0.25	5161,1473,1711,1910	0.25
freundlichſt	German	Fraktur	Word	Kolonie-Zeitung-1863-06-06_P03_r1_line0003_word0007	2	2564,4060,417,91	0.125	397,3685,3103,649	0.125
ſkro⸗	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0014_word0009	55	5276,6904,126,69	0.5	2931,5739,2499,1886	0.5
der	German	Fraktur	Word	Kolonie-Zeitung-1874-11-07_P03_r1_line0018_word0001	83	3057,4463,110,77	359.375	2783,2240,3719,2799	359.375
pro	German	Antiqua	Word	Kolonie-Zeitung-1881-05-28_P03_r1_line0008_word0003	112	4774,5121,140,77	0.0	2986,4117,2519,1188	0.0
de	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0043_word0001	75	3109,7610,91,70	0.25	2871,3671,2483,4110	0.25
hiermit,	German	Fraktur	Word	Kolonie-Zeitung-1874-04-18_P03_r1_line0003_word0005	74	4417,6033,267,82	359.875	2831,5766,2498,531	359.875
Ländereien	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0066_word0002	125	562,7005,363,76	359.375	233,456,2172,6851	359.375
ſowie	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0025_word0002	34	1299,7237,183,85	0.0	483,5282,2500,2814	0.0
worden	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0025_word0000	29	3263,5821,201,54	0.125	3251,3515,2466,4041	0.125
fabricantes,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0032_word0003	75	3973,6660,428,83	0.25	2871,3671,2483,4110	0.25
mascavo,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-08-26_P03_r1_line0001_word0000	155	3029,4356,379,67	0.125	2962,3988,1995,736	0.125
Der	German	Fraktur	Word	Der-Pionier-1891-11-14_P02_r1_line0010_word0000	296	4230,3082,171,79	0.25	3461,1090,1641,2169	0.25
Abholung	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0010_word0000	34	531,6071,340,92	0.0	483,5282,2500,2814	0.0
e	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-11-25_P03_r1_line0004_word0002	166	4036,7877,42,46	0.5	2874,7282,2058,1364	0.5
mir	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0008_word0005	39	1441,5792,119,70	359.875	366,4957,2432,1014	359.875
kerozene,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0017_word0000	152	712,5588,479,139	0.0	664,3063,2098,3713	0.0
Zubehör	German	Fraktur	Word	Kolonie-Zeitung-1866-01-20_P03_r1_line0003_word0003	17	1560,5552,235,72	0.0	854,5252,2665,588	0.0
Indem	German	Antiqua	Word	Der-Pionier-1891-04-04_P02_r1_line0012_word0000	287	5360,5199,268,76	0.0	5220,3307,1687,3062	0.0
Uhr	German	Antiqua	Word	Der-Pionier-1891-09-09_P01_r1_line0024_word0008	293	6776,2260,282,154	359.625	2017,450,5055,2236	359.625
pilado,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0019_word0002	152	2069,5859,327,150	0.0	664,3063,2098,3713	0.0
welches	German	Fraktur	Word	Kolonie-Zeitung-1877-07-14_P03_r1_line0000_word0001	94	3256,7873,244,84	359.375	2969,7868,1217,543	359.375
Waaren	German	Fraktur	Word	Kolonie-Zeitung-1879-11-22_P03_r1_line0006_word0003	102	4119,7128,270,71	0.0	2940,6208,2477,1208	0.0
Beſuche	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0018_word0008	75	5067,5389,254,85	0.25	2871,3671,2483,4110	0.25
Näheres	German	Fraktur	Word	Kolonie-Zeitung-1882-12-15_P03_r1_line0019_word0001	129	1979,1626,299,102	359.875	402,575,4071,1627	359.875
Wörter	German	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0007_word0008	12	3108,4167,329,83	359.125	356,3418,3109,930	359.125
que	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0004_word0002	71	1134,5388,135,68	0.0	217,5044,2483,1775	0.0
Pirabeiraba.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-08-26_P03_r1_line0002_word0004	155	4286,4458,592,115	0.125	2962,3988,1995,736	0.125
Alleinige	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0000_word0000	55	3162,5767,448,123	0.5	2931,5739,2499,1886	0.5
Auguſtoſtraße	German	Fraktur	Word	Kolonie-Zeitung-1881-07-09_P03_r1_line0014_word0001	115	1342,6480,463,92	359.75	372,5264,2498,1517	359.75
pr.	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0039_word0010	64	2239,7565,71,64	0.125	441,4191,2488,4398	0.125
ſtellt,	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0043_word0000	126	2626,7910,166,80	0.0	2621,2096,2088,6158	0.0
Ländereien	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0050_word0003	125	1119,5485,361,75	359.375	233,456,2172,6851	359.375
unſerer	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0021_word0004	257	6118,3418,233,78	0.0	5244,463,1713,6266	0.0
ou	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0032_word0004	75	4468,6678,90,46	0.25	2871,3671,2483,4110	0.25
regte,	German	Fraktur	Word	Kolonie-Zeitung-1864-03-19_P03_r1_line0010_word0009	7	2184,1092,182,90	359.5	514,502,3121,1245	359.5
be⸗	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0003_word0008	117	2747,5572,97,67	0.375	374,5316,2516,2688	0.375
Großes	German	Fraktur	Word	Kolonie-Zeitung-1870-09-24_P03_r1_line0005_word0000	49	3095,7708,336,109	0.875	3034,7137,1189,1253	0.875
erfreut.	German	Fraktur	Word	Kolonie-Zeitung-1870-02-26_P03_r1_line0014_word0004	45	4925,7147,196,72	0.0	4249,6515,1201,903	0.0
Ueber	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0039_word0001	64	742,7556,161,64	0.125	441,4191,2488,4398	0.125
Concert-Muſik	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0015_word0003	19	1843,5862,407,69	359.75	709,4498,2714,1521	359.75
Gramlich,	German	Fraktur	Word	Kolonie-Zeitung-1863-12-12_P03_r1_line0000_word0001	6	1660,3144,636,152	359.75	390,3115,3065,517	359.75
Nummernziehung,	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0011_word0008	44	4363,8584,521,72	0.375	2870,7500,2507,1385	0.375
für	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0006_word0000	39	373,5618,103,83	359.875	366,4957,2432,1014	359.875
allen	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0021_word0004	34	1429,6932,134,55	0.0	483,5282,2500,2814	0.0
Reparaturen	German	Fraktur	Word	Der-Pionier-1888-12-08_P03_r1_line0008_word0001	245	803,7972,416,87	359.75	193,7090,1700,1564	359.75
Fiſchers	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0013_word0009	27	3031,5110,217,70	359.75	613,4008,2645,2109	359.75
Braſilien	German	Textura	Word	Kolonie-Zeitung-1881-11-26_P02_r1_line0001_word0005	120	4876,7396,424,157	0.0	3023,7223,2442,635	0.0
Hrn.	German	Fraktur	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0011_word0003	71	1071,6017,156,86	0.0	217,5044,2483,1775	0.0
Geschichte	German	Antiqua	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0000_word0002	12	1356,3434,486,83	359.125	356,3418,3109,930	359.125
empfiehlt:	German	Fraktur	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0000_word0004	121	4626,7068,421,108	359.75	2983,7057,2390,1164	359.75
genannten	German	Fraktur	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0010_word0003	23	1700,5696,344,91	0.125	582,4766,2652,1434	0.125
künftig	German	Fraktur	Word	Kolonie-Zeitung-1873-03-15_P03_r1_line0005_word0000	61	384,8779,228,91	359.75	369,8338,2488,547	359.75
als:	German	Fraktur	Word	Der-Pionier-1888-01-21_P05_r1_line0007_word0005	222	1690,7564,125,68	359.5	174,6916,1671,2473	359.5
wünſchen,	German	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0004_word0004	12	2174,3854,363,99	359.125	356,3418,3109,930	359.125
Barkſchiff	German	Fraktur	Word	Kolonie-Zeitung-1867-09-14_P03_r1_line0007_word0000	25	3295,7100,267,71	359.875	3280,6561,1312,688	359.875
Orten	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0019_word0001	35	3339,6055,159,59	359.75	3077,4430,2458,1719	359.75
geſichert	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0035_word0008	29	5279,6508,223,74	0.125	3251,3515,2466,4041	0.125
Rath,	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0018_word0006	24	4966,3070,166,70	359.875	3351,1574,2644,1912	359.875
zweite	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0002_word0005	73	2573,4528,261,111	359.75	384,4124,3730,2287	359.75
Preis	German	Antiqua	Word	Kolonie-Zeitung-1888-08-09_P03_r1_line0007_word0001	175	5964,1800,160,56	358.75	5536,1423,1342,701	358.75
Francisca,	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0001_word0001	29	4384,3628,411,89	0.125	3251,3515,2466,4041	0.125
Böhm.	German	Fraktur	Word	Kolonie-Zeitung-1887-08-12_P03_r1_line0004_word0005	153	4474,2851,251,86	0.0	2788,2076,1990,866	0.0
Ausführliche	German	Antiqua	Word	Der-Pionier-1891-11-14_P03_r1_line0025_word0001	297	2376,9588,364,65	0.0	2093,7706,1405,2087	0.0
Familienkalender,	German	Fraktur	Word	Kolonie-Zeitung-1882-11-17_P03_r1_line0004_word0002	128	3390,5153,864,119	0.0	2536,4656,1955,1060	0.0
Curityba,	Portuguese	Antiqua	Word	Der-Pionier-1891-04-04_P02_r1_line0018_word0000	287	5370,5975,385,102	0.0	5220,3307,1687,3062	0.0
Nachmittags	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0011_word0010	19	2657,5589,349,74	359.75	709,4498,2714,1521	359.75
Geſundheit	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0013_word0001	55	3193,6852,308,68	0.5	2931,5739,2499,1886	0.5
Francisco	Portuguese	Antiqua	Word	Der-Pionier-1890-05-31_P02_r1_line0007_word0000	270	5625,7570,462,68	359.875	5213,6710,1649,1161	359.875
Stadt	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0014_word0005	161	4159,2018,199,72	359.75	2962,969,2082,3254	359.75
morador	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-05-30_P03_r1_line0004_word0002	1	2106,3296,306,67	359.75	366,2905,3083,474	359.75
U.	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0004_word0006	114	4632,3510,77,69	359.5	2895,3016,2538,1322	359.5
empfiehlt	German	Fraktur	Word	Kolonie-Zeitung-1878-11-09_P03_r1_line0006_word0000	100	5707,4247,328,101	0.0	5670,2861,1222,1522	0.0
aufliegt	German	Fraktur	Word	Der-Pionier-1890-06-04_P02_r1_line0012_word0003	271	4260,2573,320,90	0.25	3391,995,1656,2851	0.25
werden.	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0021_word0007	75	4706,5656,257,61	0.25	2871,3671,2483,4110	0.25
be⸗	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0028_word0004	126	4243,5575,80,44	0.0	2621,2096,2088,6158	0.0
Vorſtand.	German	Fraktur	Word	Kolonie-Zeitung-1888-09-04_P01_r1_line0002_word0001	177	6305,5846,360,93	0.125	4737,5522,1936,418	0.125
Reis	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0019_word0010	64	2419,5831,133,63	0.125	441,4191,2488,4398	0.125
Humoristiche	German	Antiqua	Word	Der-Pionier-1889-11-02_P01_r1_line0013_word0000	259	3781,2823,1006,160	359.75	3718,635,1680,3197	359.75
Tag	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0016_word0001	161	3663,2321,154,92	359.75	2962,969,2082,3254	359.75
liebe⸗	German	Fraktur	Word	Kolonie-Zeitung-1864-03-19_P03_r1_line0007_word0014	7	3314,1013,179,72	359.5	514,502,3121,1245	359.5
einzelnen	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0052_word0006	125	2004,5667,301,89	359.375	233,456,2172,6851	359.375
Linie	German	Fraktur	Word	Der-Pionier-1890-06-04_P02_r1_line0018_word0000	271	3415,3274,216,80	0.25	3391,995,1656,2851	0.25
Wo	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0010_word0001	5	554,3207,123,72	0.0	415,2513,3072,1971	0.0
Getränke	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0019_word0001	161	3326,2475,414,90	359.75	2962,969,2082,3254	359.75
Ferraz	Portuguese	Antiqua	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0002_word0004	53	3327,3745,379,101	0.0	330,3310,5103,5551	0.0
Illuſtrierter	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0003_word0000	27	1754,4277,396,110	359.75	613,4008,2645,2109	359.75
Vereins	German	Fraktur	Word	Deutsches-Echo-1886-07-17_P03_r1_line0007_word0005	207	1814,4068,131,37	0.625	1168,3831,1118,678	0.625
meiſterhafte	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0008_word0012	53	3142,4430,388,91	0.0	330,3310,5103,5551	0.0
Laem⸗	German	Fraktur	Word	Kolonie-Zeitung-1868-03-07_P03_r1_line0002_word0006	30	4077,8789,242,75	359.625	3163,8520,1186,537	359.625
an	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0050_word0009	64	2509,8515,75,46	0.125	441,4191,2488,4398	0.125
Santos.	Portuguese	Fraktur	Word	Kolonie-Zeitung-1879-08-16_P03_r1_line0004_word0000	101	3159,6250,316,80	0.0	3154,5792,2119,560	0.0
Colin.	German	Fraktur	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0013_word0003	78	4032,6739,253,79	0.5	2822,5563,2531,1275	0.5
HIRAM	German	Antiqua	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0014_word0000	53	2598,5028,565,105	0.0	330,3310,5103,5551	0.0
Joinville.	Portuguese	Textura	Word	Kolonie-Zeitung-1881-03-26_P03_r1_line0002_word0000	109	3855,7725,469,153	0.0	2835,7399,2520,1384	0.0
aos	German	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0006_word0005	71	2012,5560,120,46	0.0	217,5044,2483,1775	0.0
Wörterbüchern	German	Antiqua	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0003_word0007	12	2800,3757,642,82	359.125	356,3418,3109,930	359.125
Maſchinenfach	German	Fraktur	Word	Kolonie-Zeitung-1881-07-09_P03_r1_line0010_word0005	115	1748,6138,467,83	359.75	372,5264,2498,1517	359.75
Thaler!!	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0000_word0001	27	1883,4011,433,127	359.75	613,4008,2645,2109	359.75
Künſtler	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0012_word0005	53	2684,4824,275,83	0.0	330,3310,5103,5551	0.0
Abendunterhaltung	German	Antiqua	Word	Der-Pionier-1888-08-04_P03_r1_line0004_word0000	237	268,1585,1510,252	359.375	149,789,1663,2136	359.375
Leipzig:	German	Antiqua	Word	Der-Pionier-1891-11-14_P03_r1_line0003_word0001	297	2707,8010,244,76	0.0	2093,7706,1405,2087	0.0
pelo	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-11-25_P03_r1_line0007_word0000	166	3631,8202,157,92	0.5	2874,7282,2058,1364	0.5
Mai	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0001_word0003	76	4083,6015,147,72	0.625	2916,5806,2455,1942	0.625
Tiſchwein:	German	Fraktur	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0012_word0002	147	6164,3060,556,126	359.75	4895,704,2080,3483	359.75
ausgeſtattetes	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0013_word0002	161	3744,1932,454,87	359.75	2962,969,2082,3254	359.75
Scheibe	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0007_word0002	19	1012,5310,216,68	359.75	709,4498,2714,1521	359.75
Neu⸗	German	Fraktur	Word	Kolonie-Zeitung-1900-01-09_P01_r1_line0009_word0004	198	5428,6769,162,73	0.0	4035,6060,1568,1001	0.0
In	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0021_word0013	52	2493,7649,84,63	0.75	270,6081,2486,2082	0.75
wolle	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0008_word0003	39	1025,5791,178,70	359.875	366,4957,2432,1014	359.875
Depoſito	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0001_word0001	39	1054,5118,424,128	359.875	366,4957,2432,1014	359.875
Herr	German	Fraktur	Word	Deutsches-Wochenblatt-1886-02-27_P03_r1_line0009_word0002	203	409,3027,79,42	0.25	118,2487,1121,820	0.25
regelnden	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0020_word0000	75	2897,5569,314,90	0.25	2871,3671,2483,4110	0.25
Komitee	German	Fraktur	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0012_word0001	78	3510,6665,276,72	0.5	2822,5563,2531,1275	0.5
Angekündigt:	German	Fraktur	Word	Kolonie-Zeitung-1867-09-14_P03_r1_line0002_word0000	25	3366,6754,449,80	359.875	3280,6561,1312,688	359.875
construcção,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0005_word0003	71	1097,5450,447,90	0.0	217,5044,2483,1775	0.0
Zwecken	German	Fraktur	Word	Deutsches-Echo-1886-09-04_P05_r1_line0008_word0006	208	2938,2423,131,46	0.0	2315,1940,1113,678	0.0
Progr.	German	Antiqua	Word	Der-Pionier-1889-10-09_P02_r1_line0007_word0000	258	5253,2254,424,190	0.375	5189,1035,1698,1485	0.375
Programm	German	Antiqua	Word	Der-Pionier-1889-07-24_P02_r1_line0010_word0000	254	5227,4436,483,204	0.0	5172,2651,1693,2210	0.0
Ulrichſen.	German	Fraktur	Word	Kolonie-Zeitung-1877-08-25_P03_r1_line0005_word0005	95	2543,8756,364,88	0.25	519,8414,2496,459	0.25
em	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0000_word0009	23	3090,4815,124,53	0.125	582,4766,2652,1434	0.125
ſtattfindet,	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0012_word0003	44	3283,8664,301,70	0.375	2870,7500,2507,1385	0.375
Text	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0006_word0004	27	1794,4593,115,66	359.75	613,4008,2645,2109	359.75
lebende	German	Fraktur	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0007_word0004	78	4430,6229,239,67	0.5	2822,5563,2531,1275	0.5
ſicherſte	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0032_word0003	126	3297,6354,268,98	0.0	2621,2096,2088,6158	0.0
ſeines	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0033_word0001	236	3970,6678,250,90	0.0	3481,2897,1654,6853	0.0
D.	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0037_word0000	125	307,4354,94,73	359.375	233,456,2172,6851	359.375
Feſtaufzug.	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0007_word0001	34	829,5812,419,96	0.0	483,5282,2500,2814	0.0
Ouvertüre	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0028_word0001	236	3763,5792,440,79	0.0	3481,2897,1654,6853	0.0
drei	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0045_word0003	64	1089,8077,106,62	0.125	441,4191,2488,4398	0.125
Programm	German	Fraktur	Word	Der-Pionier-1889-08-21_P02_r1_line0019_word0000	256	3690,9331,950,188	0.0	3427,7201,3459,3249	0.0
Leſer,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0045_word0000	64	625,8077,158,84	0.125	441,4191,2488,4398	0.125
ergebenſt	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0025_word0000	206	2335,764,145,45	359.375	2331,285,1094,1125	359.375
Szene:	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0020_word0000	76	3942,7292,200,78	0.625	2916,5806,2455,1942	0.625
Ortsnamen,	German	Antiqua	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0003_word0000	12	379,3721,481,99	359.125	356,3418,3109,930	359.125
nur	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0009_word0003	55	3401,6573,98,43	0.5	2931,5739,2499,1886	0.5
Kalender	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0011_word0004	35	4405,5327,293,73	359.75	3077,4430,2458,1719	359.75
Orcheſter.	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0048_word0003	236	4613,8431,408,95	0.0	3481,2897,1654,6853	0.0
öffentliche	German	Textura	Word	Kolonie-Zeitung-1887-09-16_P03_r1_line0009_word0005	158	2602,4694,572,194	0.375	644,4277,4246,3156	0.375
